code,name,sector,exchange
002190,成飞集成,C 制造业,SZ
002191,劲嘉股份,C 制造业,SZ
002192,融捷股份,B 采矿业,SZ
002193,ST如意,C 制造业,SZ
002194,武汉凡谷,C 制造业,SZ
002195,岩山科技,I 信息技术,SZ
002196,方正电机,C 制造业,SZ
002197,证通电子,I 信息技术,SZ
002198,ST嘉应,C 制造业,SZ
002199,东晶电子,C 制造业,SZ
002200,交投生态,E 建筑业,SZ
002201,九鼎新材,C 制造业,SZ
002202,金风科技,C 制造业,SZ
002203,海亮股份,C 制造业,SZ
002204,大连重工,C 制造业,SZ
002205,国统股份,C 制造业,SZ
002206,海 利 得,C 制造业,SZ
002207,*ST准油,B 采矿业,SZ
002208,合肥城建,K 房地产,SZ
002209,达 意 隆,C 制造业,SZ
002210,飞马国际,L 商务服务,SZ
002211,ST宏达,C 制造业,SZ
002212,天融信,I 信息技术,SZ
002213,大为股份,C 制造业,SZ
002214,大立科技,C 制造业,SZ
002215,诺 普 信,C 制造业,SZ
002216,三全食品,C 制造业,SZ
002217,ST合力泰,C 制造业,SZ
002218,拓日新能,C 制造业,SZ
002219,新里程,Q 卫生,SZ
002221,东华能源,F 批发零售,SZ
002222,福晶科技,C 制造业,SZ
002223,鱼跃医疗,C 制造业,SZ
002224,三 力 士,C 制造业,SZ
002225,濮耐股份,C 制造业,SZ
002226,江南化工,C 制造业,SZ
002227,*ST特迅,C 制造业,SZ
002228,合兴包装,C 制造业,SZ
002229,鸿博股份,C 制造业,SZ
002230,科大讯飞,I 信息技术,SZ
002232,启明信息,I 信息技术,SZ
002233,塔牌集团,C 制造业,SZ
002234,民和股份,A 农林牧渔,SZ
002235,安妮股份,C 制造业,SZ
002236,大华股份,C 制造业,SZ
002237,恒邦股份,C 制造业,SZ
002238,天威视讯,I 信息技术,SZ
002239,奥特佳,C 制造业,SZ
002240,盛新锂能,C 制造业,SZ
002241,歌尔股份,C 制造业,SZ
002242,九阳股份,C 制造业,SZ
002243,力合科创,C 制造业,SZ
002244,滨江集团,K 房地产,SZ
002245,蔚蓝锂芯,C 制造业,SZ
002246,北化股份,C 制造业,SZ
002247,聚力文化,C 制造业,SZ
002248,华东数控,C 制造业,SZ
002249,大洋电机,C 制造业,SZ
002250,联化科技,C 制造业,SZ
002251,步步高,F 批发零售,SZ
002252,上海莱士,C 制造业,SZ
002253,川大智胜,I 信息技术,SZ
002254,泰和新材,C 制造业,SZ
002255,海陆重工,C 制造业,SZ
002256,兆新股份,D 水电煤气,SZ
002258,利尔化学,C 制造业,SZ
002259,升达林业,D 水电煤气,SZ
002261,拓维信息,I 信息技术,SZ
002262,恩华药业,C 制造业,SZ
002263,大东南,C 制造业,SZ
002264,新 华 都,I 信息技术,SZ
002265,建设工业,C 制造业,SZ
002266,浙富控股,N 公共环保,SZ
002267,陕天然气,D 水电煤气,SZ
002268,电科网安,I 信息技术,SZ
002269,美邦服饰,C 制造业,SZ
002270,华明装备,C 制造业,SZ
002271,东方雨虹,C 制造业,SZ
002272,川润股份,C 制造业,SZ
002273,水晶光电,C 制造业,SZ
002274,华昌化工,C 制造业,SZ
002275,桂林三金,C 制造业,SZ
002276,万马股份,C 制造业,SZ
002277,友阿股份,F 批发零售,SZ
002278,神开股份,C 制造业,SZ
002279,久其软件,I 信息技术,SZ
002281,光迅科技,C 制造业,SZ
002282,博深股份,C 制造业,SZ
002283,天润工业,C 制造业,SZ
002284,亚太股份,C 制造业,SZ
002285,世联行,K 房地产,SZ
002286,保龄宝,C 制造业,SZ
002287,奇正藏药,C 制造业,SZ
002289,宇顺电子,C 制造业,SZ
002290,禾盛新材,C 制造业,SZ
002291,遥望科技,I 信息技术,SZ
002292,奥飞娱乐,C 制造业,SZ
002293,罗莱生活,C 制造业,SZ
002294,信立泰,C 制造业,SZ
002295,精艺股份,C 制造业,SZ
002296,辉煌科技,C 制造业,SZ
002297,博云新材,C 制造业,SZ
002298,中电鑫龙,C 制造业,SZ
002299,圣农发展,C 制造业,SZ
002300,太阳电缆,C 制造业,SZ
002301,齐心集团,C 制造业,SZ
002302,西部建设,C 制造业,SZ
002303,美盈森,C 制造业,SZ
002304,洋河股份,C 制造业,SZ
002305,*ST南置,K 房地产,SZ
002306,ST云网,H 住宿餐饮,SZ
002307,北新路桥,E 建筑业,SZ
002309,中利集团,C 制造业,SZ
002310,东方新能,D 水电煤气,SZ
002311,海大集团,C 制造业,SZ
002312,川发龙蟒,C 制造业,SZ
002313,日海智能,C 制造业,SZ
002314,南山控股,K 房地产,SZ
002315,焦点科技,I 信息技术,SZ
002316,亚联发展,I 信息技术,SZ
002317,众生药业,C 制造业,SZ
002318,久立特材,C 制造业,SZ
002319,乐通股份,C 制造业,SZ
002320,海峡股份,G 运输仓储,SZ
002321,华英农业,A 农林牧渔,SZ
002322,理工能科,I 信息技术,SZ
002323,*ST雅博,E 建筑业,SZ
002324,普利特,C 制造业,SZ
002326,永太科技,C 制造业,SZ
002327,富安娜,C 制造业,SZ
002328,新朋股份,C 制造业,SZ
002329,皇氏集团,C 制造业,SZ
002330,得利斯,C 制造业,SZ
002331,皖通科技,I 信息技术,SZ
002332,仙琚制药,C 制造业,SZ
002333,罗普斯金,C 制造业,SZ
002334,英威腾,C 制造业,SZ
002335,科华数据,C 制造业,SZ
002337,赛象科技,C 制造业,SZ
002338,奥普光电,C 制造业,SZ
002339,积成电子,C 制造业,SZ
002340,格林美,C 制造业,SZ
002342,巨力索具,C 制造业,SZ
002343,慈文传媒,R 文化传播,SZ
002344,海宁皮城,L 商务服务,SZ
002345,潮宏基,C 制造业,SZ
002346,柘中股份,C 制造业,SZ
002347,泰尔股份,C 制造业,SZ
002348,高乐股份,C 制造业,SZ
002349,精华制药,C 制造业,SZ
002350,北京科锐,C 制造业,SZ
002351,漫步者,C 制造业,SZ
002352,顺丰控股,G 运输仓储,SZ
002353,杰瑞股份,C 制造业,SZ
002354,天娱数科,I 信息技术,SZ
002355,兴民智通,C 制造业,SZ
002356,鹏飞绿能,F 批发零售,SZ
002357,富临运业,G 运输仓储,SZ
002358,森源电气,C 制造业,SZ
002360,ST同德,C 制造业,SZ
002361,神剑股份,C 制造业,SZ
002362,汉王科技,C 制造业,SZ
002363,隆基机械,C 制造业,SZ
002364,中恒电气,C 制造业,SZ
002365,永安药业,C 制造业,SZ
002366,融发核电,C 制造业,SZ
002367,康力电梯,C 制造业,SZ
002368,太极股份,I 信息技术,SZ
002369,卓翼科技,C 制造业,SZ
002370,亚太药业,C 制造业,SZ
002371,北方华创,C 制造业,SZ
002372,伟星新材,C 制造业,SZ
002373,千方科技,I 信息技术,SZ
002374,中锐股份,C 制造业,SZ
002375,亚厦股份,E 建筑业,SZ
002376,新北洋,C 制造业,SZ
002377,国创高新,C 制造业,SZ
002378,章源钨业,C 制造业,SZ
002379,宏桥控股,C 制造业,SZ
002380,科远智慧,I 信息技术,SZ
002381,双箭股份,C 制造业,SZ
002382,蓝帆医疗,C 制造业,SZ
002383,合众思壮,C 制造业,SZ
002384,东山精密,C 制造业,SZ
002385,大北农,C 制造业,SZ
002386,天原股份,C 制造业,SZ
002387,维信诺,C 制造业,SZ
002388,新亚制程,C 制造业,SZ
002389,航天彩虹,C 制造业,SZ
002390,信邦制药,F 批发零售,SZ
002391,长青股份,C 制造业,SZ
002392,北京利尔,C 制造业,SZ
002393,力生制药,C 制造业,SZ
002394,联发股份,C 制造业,SZ
002395,双象股份,C 制造业,SZ
002396,星网锐捷,C 制造业,SZ
002397,梦洁股份,C 制造业,SZ
002398,垒知集团,C 制造业,SZ
002399,海普瑞,C 制造业,SZ
002400,省广集团,L 商务服务,SZ
002401,中远海科,I 信息技术,SZ
002402,和而泰,C 制造业,SZ
002403,爱仕达,C 制造业,SZ
002404,嘉欣丝绸,C 制造业,SZ
002405,四维图新,I 信息技术,SZ
002406,远东传动,C 制造业,SZ
002407,多氟多,C 制造业,SZ
002408,齐翔腾达,C 制造业,SZ
002409,雅克科技,C 制造业,SZ
002410,广联达,I 信息技术,SZ
002412,汉森制药,C 制造业,SZ
002413,雷科防务,C 制造业,SZ
002414,高德红外,C 制造业,SZ
002415,海康威视,C 制造业,SZ
002416,爱施德,F 批发零售,SZ
002418,康盛股份,C 制造业,SZ
002419,天虹股份,F 批发零售,SZ
002420,毅昌科技,C 制造业,SZ
002421,达实智能,I 信息技术,SZ
002422,科伦药业,C 制造业,SZ
002423,中粮资本,J 金融业,SZ
002424,ST百灵,C 制造业,SZ
002425,凯撒文化,I 信息技术,SZ
002426,胜利精密,C 制造业,SZ
002427,尤夫股份,C 制造业,SZ
002428,云南锗业,C 制造业,SZ
002429,兆驰股份,C 制造业,SZ
002430,杭氧股份,C 制造业,SZ
002431,ST棕榈,E 建筑业,SZ
002432,九安医疗,C 制造业,SZ
002434,万里扬,C 制造业,SZ
002436,兴森科技,C 制造业,SZ
002437,誉衡药业,C 制造业,SZ
002438,江苏神通,C 制造业,SZ
002439,启明星辰,I 信息技术,SZ
002440,闰土股份,C 制造业,SZ
002441,众业达,F 批发零售,SZ
002442,龙星科技,C 制造业,SZ
002443,金洲管道,C 制造业,SZ
002444,巨星科技,C 制造业,SZ
002445,中南文化,C 制造业,SZ
002446,盛路通信,C 制造业,SZ
002448,中原内配,C 制造业,SZ
002449,国星光电,C 制造业,SZ
002451,摩恩电气,C 制造业,SZ
002452,长高电气,C 制造业,SZ
002453,华软科技,C 制造业,SZ
002454,松芝股份,C 制造业,SZ
002455,百川股份,C 制造业,SZ
002456,欧菲光,C 制造业,SZ
002457,青龙管业,C 制造业,SZ
002458,益生股份,A 农林牧渔,SZ
002459,晶澳科技,C 制造业,SZ
002460,赣锋锂业,C 制造业,SZ
002461,珠江啤酒,C 制造业,SZ
002462,嘉事堂,F 批发零售,SZ
002463,沪电股份,C 制造业,SZ
002465,海格通信,C 制造业,SZ
002466,天齐锂业,C 制造业,SZ
002467,二六三,I 信息技术,SZ
002468,申通快递,G 运输仓储,SZ
002469,三维化学,C 制造业,SZ
002470,金正大,C 制造业,SZ
002471,中超控股,C 制造业,SZ
002472,双环传动,C 制造业,SZ
002474,榕基软件,I 信息技术,SZ
002475,立讯精密,C 制造业,SZ
002476,新叶股份,C 制造业,SZ
002478,常宝股份,C 制造业,SZ
002479,富春环保,D 水电煤气,SZ
002480,新筑股份,C 制造业,SZ
002481,双塔食品,C 制造业,SZ
002482,广田集团,E 建筑业,SZ
002483,润邦股份,C 制造业,SZ
002484,江海股份,C 制造业,SZ
002485,ST雪发,L 商务服务,SZ
002486,嘉麟杰,C 制造业,SZ
002487,大金重工,C 制造业,SZ
002488,金固股份,C 制造业,SZ
002489,浙江永强,C 制造业,SZ
002490,山东墨龙,C 制造业,SZ
002491,通鼎互联,C 制造业,SZ
002492,恒基达鑫,G 运输仓储,SZ
002493,荣盛石化,C 制造业,SZ
002494,华斯股份,C 制造业,SZ
002495,佳隆股份,C 制造业,SZ
002496,辉丰股份,C 制造业,SZ
002497,雅化集团,C 制造业,SZ
002498,汉缆股份,C 制造业,SZ
002500,山西证券,J 金融业,SZ
002501,*ST利源,C 制造业,SZ
002506,协鑫集成,C 制造业,SZ
002507,涪陵榨菜,C 制造业,SZ
002508,老板电器,C 制造业,SZ
002510,天汽模,C 制造业,SZ
002511,中顺洁柔,C 制造业,SZ
002512,ST达华,C 制造业,SZ
002513,蓝丰生化,C 制造业,SZ
002514,*ST宝馨,C 制造业,SZ
002515,金字火腿,C 制造业,SZ
002516,旷达科技,C 制造业,SZ
002517,恺英网络,I 信息技术,SZ
002518,科士达,C 制造业,SZ
002519,银河电子,C 制造业,SZ
002520,日发精机,C 制造业,SZ
002521,齐峰新材,C 制造业,SZ
002522,浙江众成,C 制造业,SZ
002523,天桥起重,C 制造业,SZ
002524,光正眼科,Q 卫生,SZ
002526,山东矿机,C 制造业,SZ
002527,新时达,C 制造业,SZ
002528,*ST英飞,C 制造业,SZ
002529,海源复材,C 制造业,SZ
002530,金财互联,C 制造业,SZ
002531,天顺风能,C 制造业,SZ
002532,天山铝业,C 制造业,SZ
002533,金杯电工,C 制造业,SZ
002534,西子洁能,C 制造业,SZ
002535,林州重机,C 制造业,SZ
002536,飞龙股份,C 制造业,SZ
002537,海联金汇,C 制造业,SZ
002538,ST司特,C 制造业,SZ
002539,云图控股,C 制造业,SZ
002540,亚太科技,C 制造业,SZ
002541,鸿路钢构,C 制造业,SZ
002542,*ST中岩,E 建筑业,SZ
002543,万和电气,C 制造业,SZ
002544,普天科技,I 信息技术,SZ
002545,东方铁塔,C 制造业,SZ
002546,新联电子,C 制造业,SZ
002547,*ST春兴,C 制造业,SZ
002548,金新农,C 制造业,SZ
002549,凯美特气,N 公共环保,SZ
002550,千红制药,C 制造业,SZ
002551,尚荣医疗,C 制造业,SZ
002552,宝鼎科技,C 制造业,SZ
002553,南方精工,C 制造业,SZ
002554,惠博普,B 采矿业,SZ
002555,三七互娱,I 信息技术,SZ
002556,辉隆股份,F 批发零售,SZ
002557,洽洽食品,C 制造业,SZ
002558,巨人网络,I 信息技术,SZ
002559,亚威股份,C 制造业,SZ
002560,通达股份,C 制造业,SZ
002561,徐家汇,F 批发零售,SZ
002562,兄弟科技,C 制造业,SZ
002563,森马服饰,C 制造业,SZ
002564,天沃科技,C 制造业,SZ
002565,顺灏股份,C 制造业,SZ
002566,益盛药业,C 制造业,SZ
002567,唐人神,C 制造业,SZ
002568,百润股份,C 制造业,SZ
002569,*ST步森,C 制造业,SZ
002570,贝因美,C 制造业,SZ
002571,德力股份,C 制造业,SZ
002572,索菲亚,C 制造业,SZ
002573,清新环境,N 公共环保,SZ
002574,明牌珠宝,C 制造业,SZ
002575,群兴玩具,F 批发零售,SZ
002576,通达动力,C 制造业,SZ
002577,雷柏科技,C 制造业,SZ
002578,闽发铝业,C 制造业,SZ
002579,中京电子,C 制造业,SZ
002580,圣阳股份,C 制造业,SZ
002581,*ST未名,C 制造业,SZ
002582,好想你,C 制造业,SZ
002583,海能达,C 制造业,SZ
002584,西陇科学,C 制造业,SZ
002585,双星新材,C 制造业,SZ
002586,ST围海,E 建筑业,SZ
002587,奥拓电子,C 制造业,SZ
002588,史丹利,C 制造业,SZ
002589,瑞康医药,F 批发零售,SZ
002590,万安科技,C 制造业,SZ
002591,恒大高新,C 制造业,SZ
002592,ST八菱,C 制造业,SZ
002593,日上集团,C 制造业,SZ
002594,比亚迪,C 制造业,SZ
002595,豪迈科技,C 制造业,SZ
002596,海南瑞泽,C 制造业,SZ
002597,金禾实业,C 制造业,SZ
002598,ST章鼓,C 制造业,SZ
002599,盛通股份,C 制造业,SZ
002600,领益智造,C 制造业,SZ
002601,龙佰集团,C 制造业,SZ
002602,世纪华通,I 信息技术,SZ
002603,以岭药业,C 制造业,SZ
002605,姚记科技,I 信息技术,SZ
002606,大连电瓷,C 制造业,SZ
002607,中公教育,P 教育,SZ
002608,江苏国信,D 水电煤气,SZ
002609,捷顺科技,I 信息技术,SZ
002611,东方精工,C 制造业,SZ
002612,朗姿股份,C 制造业,SZ
002613,北玻股份,C 制造业,SZ
002614,奥佳华,C 制造业,SZ
002615,哈尔斯,C 制造业,SZ
002616,长青集团,N 公共环保,SZ
002617,露笑科技,C 制造业,SZ
002620,*ST瑞和,E 建筑业,SZ
002622,皓宸医疗,Q 卫生,SZ
002623,亚玛顿,C 制造业,SZ
002624,完美世界,I 信息技术,SZ
002625,光启技术,C 制造业,SZ
002626,金达威,C 制造业,SZ
002627,三峡旅游,N 公共环保,SZ
002628,成都路桥,E 建筑业,SZ
002629,仁智股份,B 采矿业,SZ
002630,*ST华西,C 制造业,SZ
002631,德尔未来,C 制造业,SZ
002632,道明光学,C 制造业,SZ
002633,申科股份,C 制造业,SZ
002634,*ST棒杰,C 制造业,SZ
002635,安洁科技,C 制造业,SZ
002636,金安国纪,C 制造业,SZ
002637,赞宇科技,C 制造业,SZ
002638,勤上股份,C 制造业,SZ
002639,雪人集团,C 制造业,SZ
002640,跨境通,F 批发零售,SZ
002641,公元股份,C 制造业,SZ
002642,荣联科技,I 信息技术,SZ
002643,万润股份,C 制造业,SZ
002644,佛慈制药,C 制造业,SZ
002645,华宏科技,C 制造业,SZ
002646,天佑德酒,C 制造业,SZ
002647,仁东控股,J 金融业,SZ
002648,卫星化学,C 制造业,SZ
002649,博彦科技,I 信息技术,SZ
002650,ST加加,C 制造业,SZ
002651,利君股份,C 制造业,SZ
002652,扬子新材,C 制造业,SZ
002653,海思科,C 制造业,SZ
002654,万润科技,L 商务服务,SZ
002655,共达电声,C 制造业,SZ
002656,摩登大道,C 制造业,SZ
002657,中科金财,I 信息技术,SZ
002658,雪迪龙,C 制造业,SZ
002659,凯文教育,P 教育,SZ
002660,茂硕电源,C 制造业,SZ
002661,克明食品,C 制造业,SZ
002662,峰璟股份,C 制造业,SZ
002663,普邦股份,E 建筑业,SZ
002664,信质集团,C 制造业,SZ
002666,德联集团,C 制造业,SZ
002667,*ST威领,C 制造业,SZ
002668,TCL智家,C 制造业,SZ
002669,康达新材,C 制造业,SZ
002670,国盛证券,J 金融业,SZ
002671,龙泉股份,C 制造业,SZ
002672,东江环保,C 制造业,SZ
002673,西部证券,J 金融业,SZ
002674,兴业科技,C 制造业,SZ
002675,东诚药业,C 制造业,SZ
002676,顺威股份,C 制造业,SZ
002677,浙江美大,C 制造业,SZ
002678,珠江钢琴,C 制造业,SZ
002679,福建金森,A 农林牧渔,SZ
002681,奋达科技,C 制造业,SZ
002682,龙洲股份,G 运输仓储,SZ
002683,广东宏大,B 采矿业,SZ
002685,华东重机,C 制造业,SZ
002686,亿利达,C 制造业,SZ
002687,乔治白,C 制造业,SZ
002688,金河生物,C 制造业,SZ
002689,ST远智,C 制造业,SZ
002690,美亚光电,C 制造业,SZ
002691,*ST冀凯,C 制造业,SZ
002692,远程股份,C 制造业,SZ
002693,双成药业,C 制造业,SZ
002694,*ST顾地,C 制造业,SZ
002695,煌上煌,C 制造业,SZ
002696,百洋股份,C 制造业,SZ
002697,红旗连锁,F 批发零售,SZ
002698,博实股份,C 制造业,SZ
002700,万憬能源,D 水电煤气,SZ
002701,奥瑞金,C 制造业,SZ
002702,海欣食品,C 制造业,SZ
002703,浙江世宝,C 制造业,SZ
002705,新宝股份,C 制造业,SZ
002706,良信股份,C 制造业,SZ
002707,众信旅游,L 商务服务,SZ
002708,光洋股份,C 制造业,SZ
002709,天赐材料,C 制造业,SZ
002712,思美传媒,L 商务服务,SZ
002713,东易日盛,E 建筑业,SZ
002714,牧原股份,A 农林牧渔,SZ
002715,登云股份,C 制造业,SZ
002716,湖南白银,C 制造业,SZ
002717,*ST岭南,N 公共环保,SZ
002718,友邦吊顶,C 制造业,SZ
002719,ST麦趣,C 制造业,SZ
002721,金一文化,C 制造业,SZ
002722,物产金轮,C 制造业,SZ
002723,小崧股份,C 制造业,SZ
002724,海洋王,C 制造业,SZ
002725,跃岭股份,C 制造业,SZ
002726,ST龙大,C 制造业,SZ
002727,一心堂,F 批发零售,SZ
002728,特一药业,C 制造业,SZ
002729,好利科技,C 制造业,SZ
002730,电光科技,C 制造业,SZ
002731,*ST萃华,C 制造业,SZ
002732,燕塘乳业,C 制造业,SZ
002733,雄韬股份,C 制造业,SZ
002734,利民股份,C 制造业,SZ
002735,王子新材,C 制造业,SZ
002736,国信证券,J 金融业,SZ
002737,葵花药业,C 制造业,SZ
002738,中矿资源,C 制造业,SZ
002739,儒意电影,R 文化传播,SZ
002741,光华科技,C 制造业,SZ
002742,冀衡医药,C 制造业,SZ
002743,富煌钢构,C 制造业,SZ
002745,木林森,C 制造业,SZ
002746,仙坛股份,C 制造业,SZ
002747,埃斯顿,C 制造业,SZ
002748,世龙实业,C 制造业,SZ
002749,国光股份,C 制造业,SZ
002752,昇兴股份,C 制造业,SZ
002753,永东股份,C 制造业,SZ
002755,奥赛康,C 制造业,SZ
002756,永兴材料,C 制造业,SZ
002757,南兴股份,C 制造业,SZ
002758,浙农股份,F 批发零售,SZ
002759,ST天际,C 制造业,SZ
002760,凤形股份,C 制造业,SZ
002761,浙江建投,E 建筑业,SZ
002762,金发拉比,C 制造业,SZ
002763,汇洁股份,C 制造业,SZ
002765,蓝黛科技,C 制造业,SZ
002766,索菱股份,C 制造业,SZ
002767,先锋电子,C 制造业,SZ
002768,国恩股份,C 制造业,SZ
002769,普路通,L 商务服务,SZ
002771,真视通,I 信息技术,SZ
002772,众兴菌业,A 农林牧渔,SZ
002773,康弘药业,C 制造业,SZ
002774,快意电梯,C 制造业,SZ
002775,文科股份,E 建筑业,SZ
002777,久远银海,I 信息技术,SZ
002778,中晟高科,C 制造业,SZ
002779,中坚科技,C 制造业,SZ
002780,三夫户外,F 批发零售,SZ
002782,可立克,C 制造业,SZ
002783,凯龙股份,C 制造业,SZ
002785,万里石,C 制造业,SZ
002786,银宝山新,C 制造业,SZ
002787,华源控股,C 制造业,SZ
002788,鹭燕医药,F 批发零售,SZ
002789,*ST建艺,E 建筑业,SZ
002790,瑞尔特,C 制造业,SZ
002791,坚朗五金,C 制造业,SZ
002792,通宇通讯,C 制造业,SZ
002793,罗欣药业,C 制造业,SZ
002795,永和智控,C 制造业,SZ
002796,世嘉科技,C 制造业,SZ
002797,第一创业,J 金融业,SZ
002798,帝欧水华,C 制造业,SZ
002799,环球印务,C 制造业,SZ
002800,天顺股份,G 运输仓储,SZ
002801,微光股份,C 制造业,SZ
002802,洪汇新材,C 制造业,SZ
002803,吉宏股份,F 批发零售,SZ
002805,丰元股份,C 制造业,SZ
002806,华锋股份,C 制造业,SZ
002807,江阴银行,J 金融业,SZ
002809,红墙股份,C 制造业,SZ
002810,山东赫达,C 制造业,SZ
002811,郑中设计,M 科研服务,SZ
002812,恩捷股份,C 制造业,SZ
002813,路畅科技,C 制造业,SZ
002815,崇达技术,C 制造业,SZ
002816,*ST和科,C 制造业,SZ
002817,黄山胶囊,C 制造业,SZ
002818,富森美,L 商务服务,SZ
002819,东方中科,F 批发零售,SZ
002820,桂发祥,C 制造业,SZ
002821,凯莱英,C 制造业,SZ
002822,ST中装,E 建筑业,SZ
002823,凯中精密,C 制造业,SZ
002824,和胜股份,C 制造业,SZ
002825,纳尔股份,C 制造业,SZ
002826,易明医药,C 制造业,SZ
002827,高争民爆,C 制造业,SZ
002828,贝肯能源,B 采矿业,SZ
002829,星网宇达,C 制造业,SZ
002830,名雕股份,E 建筑业,SZ
002831,裕同科技,C 制造业,SZ
002832,比音勒芬,C 制造业,SZ
002833,弘亚数控,C 制造业,SZ
002835,同为股份,C 制造业,SZ
002836,新宏泽,C 制造业,SZ
002837,英维克,C 制造业,SZ
002838,道恩股份,C 制造业,SZ
002839,张家港行,J 金融业,SZ
002840,华统股份,C 制造业,SZ
002841,视源股份,C 制造业,SZ
002842,翔鹭钨业,C 制造业,SZ
002843,泰嘉股份,C 制造业,SZ
002845,同兴达,C 制造业,SZ
002846,英联股份,C 制造业,SZ
002847,盐津铺子,C 制造业,SZ
002848,高斯贝尔,C 制造业,SZ
002849,威星智能,C 制造业,SZ
002850,科达利,C 制造业,SZ
002851,麦格米特,C 制造业,SZ
002852,道道全,C 制造业,SZ
002853,皮阿诺,C 制造业,SZ
002855,捷荣技术,C 制造业,SZ
002856,*ST美芝,E 建筑业,SZ
002857,三晖电气,C 制造业,SZ
002858,力盛体育,R 文化传播,SZ
002859,洁美科技,C 制造业,SZ
002860,星帅尔,C 制造业,SZ
002861,瀛通通讯,C 制造业,SZ
002862,实丰文化,C 制造业,SZ
002863,今飞凯达,C 制造业,SZ
002864,盘龙药业,C 制造业,SZ
002865,钧达股份,C 制造业,SZ
002866,传艺科技,C 制造业,SZ
002867,周大生,F 批发零售,SZ
002868,绿康生化,C 制造业,SZ
002869,金溢科技,C 制造业,SZ
002870,香山股份,C 制造业,SZ
002871,伟隆股份,C 制造业,SZ
002872,ST天圣,C 制造业,SZ
002873,新天药业,C 制造业,SZ
002875,安奈儿,C 制造业,SZ
002876,三利谱,C 制造业,SZ
002877,智能自控,C 制造业,SZ
002878,元隆雅图,L 商务服务,SZ
002879,长缆科技,C 制造业,SZ
002880,卫光生物,C 制造业,SZ
002881,美格智能,C 制造业,SZ
002882,金龙羽,C 制造业,SZ
002883,*ST中设,M 科研服务,SZ
002884,凌霄泵业,C 制造业,SZ
002885,京泉华,C 制造业,SZ
002886,沃特股份,C 制造业,SZ
002887,绿茵生态,N 公共环保,SZ
002888,惠威科技,C 制造业,SZ
002889,东方嘉盛,L 商务服务,SZ
002890,弘宇股份,C 制造业,SZ
002891,中宠股份,C 制造业,SZ
002892,科力尔,C 制造业,SZ
002893,京能热力,D 水电煤气,SZ
002895,川恒股份,C 制造业,SZ
002896,中大力德,C 制造业,SZ
002897,意华股份,C 制造业,SZ
002899,英派斯,C 制造业,SZ
002900,哈三联,C 制造业,SZ
002901,大博医疗,C 制造业,SZ
002902,铭普光磁,C 制造业,SZ
002903,宇环数控,C 制造业,SZ
002905,金逸影视,R 文化传播,SZ
002906,华阳集团,C 制造业,SZ
002907,华森制药,C 制造业,SZ
002908,德生科技,I 信息技术,SZ
002909,集泰股份,C 制造业,SZ
002910,庄园牧场,C 制造业,SZ
002911,佛燃能源,D 水电煤气,SZ
002912,中新赛克,I 信息技术,SZ
002913,奥士康,C 制造业,SZ
002915,中欣氟材,C 制造业,SZ
002916,深南电路,C 制造业,SZ
002917,金奥博,C 制造业,SZ
002918,蒙娜丽莎,C 制造业,SZ
002919,名臣健康,I 信息技术,SZ
002920,德赛西威,C 制造业,SZ
002921,联诚精密,C 制造业,SZ
002922,伊戈尔,C 制造业,SZ
002923,润都股份,C 制造业,SZ
002925,盈趣科技,C 制造业,SZ
002926,华西证券,J 金融业,SZ
002927,泰永长征,C 制造业,SZ
002928,华夏航空,G 运输仓储,SZ
002929,润建股份,I 信息技术,SZ
002930,宏川智慧,G 运输仓储,SZ
002931,锋龙股份,C 制造业,SZ
002932,*ST明德,C 制造业,SZ
002933,新兴装备,C 制造业,SZ
002935,天奥电子,C 制造业,SZ
002936,郑州银行,J 金融业,SZ
002937,兴瑞科技,C 制造业,SZ
002938,鹏鼎控股,C 制造业,SZ
002939,长城证券,J 金融业,SZ
002940,昂利康,C 制造业,SZ
002941,新疆交建,E 建筑业,SZ
002942,新农股份,C 制造业,SZ
002943,宇晶股份,C 制造业,SZ
002945,华林证券,J 金融业,SZ
002946,新乳业,C 制造业,SZ
002947,恒铭达,C 制造业,SZ
002948,青岛银行,J 金融业,SZ
002949,华阳国际,M 科研服务,SZ
002950,奥美医疗,C 制造业,SZ
002951,金时科技,C 制造业,SZ
002952,亚世光电,C 制造业,SZ
002953,日丰股份,C 制造业,SZ
002955,鸿合科技,C 制造业,SZ
002956,西麦食品,C 制造业,SZ
002957,科瑞技术,C 制造业,SZ
002958,青农商行,J 金融业,SZ
002959,小熊电器,C 制造业,SZ
002960,青鸟智控,C 制造业,SZ
002961,瑞达期货,J 金融业,SZ
002962,五方光电,C 制造业,SZ
002963,豪尔赛,E 建筑业,SZ
002965,祥鑫科技,C 制造业,SZ
002966,苏州银行,J 金融业,SZ
002967,广电计量,M 科研服务,SZ
002968,新大正,K 房地产,SZ
002969,嘉美包装,C 制造业,SZ
002970,锐明技术,I 信息技术,SZ
002971,和远气体,C 制造业,SZ
002972,科安达,C 制造业,SZ
002973,侨银股份,N 公共环保,SZ
002975,博杰股份,C 制造业,SZ
002976,瑞玛精密,C 制造业,SZ
002977,*ST天箭,C 制造业,SZ
002978,安宁股份,B 采矿业,SZ
002979,雷赛智能,C 制造业,SZ
002980,华盛昌,C 制造业,SZ
002981,朝阳科技,C 制造业,SZ
002982,湘佳股份,A 农林牧渔,SZ
002983,芯瑞达,C 制造业,SZ
002984,森麒麟,C 制造业,SZ
002985,北摩高科,C 制造业,SZ
